subject,relation,object,confidence,source_file,sentence
algorithms bst search operation,related_to,search algorithm,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation recursive implementation implement search algorithm recursively
onet zsuzsanna,related_to,onet zsuzsanna data structures,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation recursive implementation implement search algorithm recursively
onet zsuzsanna,related_to,algorithms bst search operation,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation recursive implementation implement search algorithm recursively
onet zsuzsanna,related_to,search algorithm,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation recursive implementation implement search algorithm recursively
onet zsuzsanna data structures,related_to,algorithms bst search operation,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation recursive implementation implement search algorithm recursively
onet zsuzsanna data structures,related_to,search algorithm,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation recursive implementation implement search algorithm recursively
algorithms bst search operation,related_to,search algorithm,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation recursive implementation implement search algorithm recursively
node,related_to,function search rec node elem,0.4,cs2_clean.txt,function search rec node elem
node bstnode,related_to,elem telem,0.4,cs2_clean.txt,node bstnode elem telem search node nil search rec false
node bstnode,related_to,node nil,0.4,cs2_clean.txt,node bstnode elem telem search node nil search rec false
node bstnode,related_to,node bstnode elem telem search node nil search rec,0.4,cs2_clean.txt,node bstnode elem telem search node nil search rec false
elem telem,related_to,node nil,0.4,cs2_clean.txt,node bstnode elem telem search node nil search rec false
elem telem,related_to,node bstnode elem telem search node nil search rec,0.4,cs2_clean.txt,node bstnode elem telem search node nil search rec false
node nil,related_to,node bstnode elem telem search node nil search rec,0.4,cs2_clean.txt,node bstnode elem telem search node nil search rec false
elem search rec,related_to,true elem search rec search elem search rec search elem end end function,0.4,cs2_clean.txt,elem search rec true elem search rec search elem search rec search elem end end function lect
onet zsuzsanna,related_to,onet zsuzsanna data structures,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation recursive implementation complexity search algorithm
onet zsuzsanna,related_to,algorithms bst search operation recursive implementation complexity search algorithm,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation recursive implementation complexity search algorithm
onet zsuzsanna data structures,related_to,algorithms bst search operation recursive implementation complexity search algorithm,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation recursive implementation complexity search algorithm
onet zsuzsanna data structures algorithms bst search operation recursive implementation complexity search algorithm h height tree,discuss,height tree,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation recursive implementation complexity search algorithm h height tree actually discuss height tree n element n
search algorithm,take,parameter node need wrapper function root tree,1.0,cs2_clean.txt,search algorithm take parameter node need wrapper function root tree
function search tree,related_to,e,0.4,cs2_clean.txt,function search tree e
onet zsuzsanna,related_to,onet zsuzsanna data structures algorithms bst search operation,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation non recursive implementation define search operation non recursively
onet zsuzsanna,related_to,non recursive implementation define search operation,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation non recursive implementation define search operation non recursively
onet zsuzsanna,related_to,non,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation non recursive implementation define search operation non recursively
onet zsuzsanna data structures algorithms bst search operation,related_to,non recursive implementation define search operation,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation non recursive implementation define search operation non recursively
onet zsuzsanna data structures algorithms bst search operation,related_to,non,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation non recursive implementation define search operation non recursively
non recursive implementation define search operation,related_to,non,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation non recursive implementation define search operation non recursively
onet zsuzsanna,related_to,onet zsuzsanna data structures algorithms bst search operation,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation non recursive implementation define search operation non recursively
onet zsuzsanna,related_to,non recursive implementation define search operation,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation non recursive implementation define search operation non recursively
onet zsuzsanna,related_to,non,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation non recursive implementation define search operation non recursively
onet zsuzsanna data structures algorithms bst search operation,related_to,non recursive implementation define search operation,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation non recursive implementation define search operation non recursively
onet zsuzsanna data structures algorithms bst search operation,related_to,non,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation non recursive implementation define search operation non recursively
non recursive implementation define search operation,related_to,non,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation non recursive implementation define search operation non recursively
telem,related_to,tree binarysearchtree elem telem search currentnode,0.4,cs2_clean.txt,tree binarysearchtree elem telem search currentnode find false currentnode nil find execute elem find true elem currentnode
telem,related_to,elem,0.4,cs2_clean.txt,tree binarysearchtree elem telem search currentnode find false currentnode nil find execute elem find true elem currentnode
telem,related_to,true elem currentnode,0.4,cs2_clean.txt,tree binarysearchtree elem telem search currentnode find false currentnode nil find execute elem find true elem currentnode
tree binarysearchtree elem telem search currentnode,related_to,elem,0.4,cs2_clean.txt,tree binarysearchtree elem telem search currentnode find false currentnode nil find execute elem find true elem currentnode
tree binarysearchtree elem telem search currentnode,related_to,true elem currentnode,0.4,cs2_clean.txt,tree binarysearchtree elem telem search currentnode find false currentnode nil find execute elem find true elem currentnode
elem,related_to,true elem currentnode,0.4,cs2_clean.txt,tree binarysearchtree elem telem search currentnode find false currentnode nil find execute elem find true elem currentnode
end end search,find,end function,1.0,cs2_clean.txt,end end search find end function lect
onet zsuzsanna,related_to,onet zsuzsanna data structures,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst insert operation
onet zsuzsanna,related_to,onet zsuzsanna data structures,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst insert operation lect
implementation,implement,insert operation,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms bst insert operation recursive implementation implement insert operation
implementation,implement,insert operation,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms bst insert operation recursive implementation implement insert operation
function,related_to,new node,0.4,cs2_clean.txt,start function create new node give information store
function,related_to,information store,0.4,cs2_clean.txt,start function create new node give information store
new node,related_to,information store,0.4,cs2_clean.txt,start function create new node give information store
nil nil initnode node,related_to,nil nil initnode node end function,0.4,cs2_clean.txt,nil nil initnode node end function lect
node contain e add,contain,node contain e add,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms bst insert operation recursive implementation function insert e node bstnode e tcomp node contain e add tree start node node nil node e insert e insert e end insert rec node end function complexity lect
node contain e add,contain,node contain e add,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms bst insert operation recursive implementation function insert e node bstnode e tcomp node contain e add tree start node node nil node e insert e insert e end insert rec node end function complexity like case search operation need wrapper function insert rec root tree
case search operation,need,wrapper function insert rec root tree,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms bst insert operation recursive implementation function insert e node bstnode e tcomp node contain e add tree start node node nil node e insert e insert e end insert rec node end function complexity like case search operation need wrapper function insert rec root tree
minimum element,find,minimum element binary search tree,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms bst find minimum element find minimum element binary search tree
onet zsuzsanna data structures algorithms bst,find,minimum element function,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms bst find minimum element function
tree,binarysearchtree,minimum minimum value tree currentnode,1.0,cs2_clean.txt,tree binarysearchtree minimum minimum value tree currentnode
currentnode nil,related_to,currentnode nil tree minimum nil execute currentnode,0.4,cs2_clean.txt,currentnode nil tree minimum nil execute currentnode
minimum end end function,related_to,lect,0.4,cs2_clean.txt,end minimum end end function lect
onet zsuzsanna data structures algorithms bst,find,minimum element complexity minimum operation lect,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms bst find minimum element complexity minimum operation lect
onet zsuzsanna data structures algorithms bst,find,minimum element complexity minimum operation,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms bst find minimum element complexity minimum operation
implementation minimum,related_to,minimum element subtree case parameter function node tree,0.4,cs2_clean.txt,implementation minimum want find minimum element subtree case parameter function node tree
implementation,return,node,1.0,cs2_clean.txt,implementation return node contain minimum element instead value depend want operation
value,depend,want operation,1.0,cs2_clean.txt,implementation return node contain minimum element instead value depend want operation
parent node,give,find,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms find parent node give node find parent node
onet zsuzsanna data structures algorithms,find,parent node function node,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms find parent node function node
node,related_to,node nil,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node,related_to,node root c,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node,related_to,node node,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node,related_to,tree binarysearchtree node pointer bstnode node nil return parent node nil node root,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node,related_to,c,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node,related_to,c node root parent nil c nil node node execute,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node,related_to,c c end end parent,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node nil,related_to,node root c,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node nil,related_to,node,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node nil,related_to,node node,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node nil,related_to,tree binarysearchtree node pointer bstnode node nil return parent node nil node root,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node nil,related_to,c,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node nil,related_to,c node root parent nil c nil node node execute,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node nil,related_to,c c end end parent,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node root c,related_to,node,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node root c,related_to,node node,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node root c,related_to,tree binarysearchtree node pointer bstnode node nil return parent node nil node root,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node root c,related_to,c,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node root c,related_to,c node root parent nil c nil node node execute,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node root c,related_to,c c end end parent,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node node,related_to,tree binarysearchtree node pointer bstnode node nil return parent node nil node root,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node node,related_to,c,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node node,related_to,c node root parent nil c nil node node execute,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node node,related_to,c c end end parent,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
tree binarysearchtree node pointer bstnode node nil return parent node nil node root,related_to,c,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
tree binarysearchtree node pointer bstnode node nil return parent node nil node root,related_to,c node root parent nil c nil node node execute,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
tree binarysearchtree node pointer bstnode node nil return parent node nil node root,related_to,c c end end parent,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
c,related_to,c node root parent nil c nil node node execute,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
c,related_to,c c end end parent,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
c node root parent nil c nil node node execute,related_to,c c end end parent,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
onet zsuzsanna data structures algorithms,find,parent node function node,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms find parent node function node
node,related_to,node nil,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node,related_to,node root c,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node,related_to,node node,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node,related_to,tree binarysearchtree node pointer bstnode node nil return parent node nil node root,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node,related_to,c,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node,related_to,c node root parent nil c nil node node execute,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node,related_to,c c end end parent,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node nil,related_to,node root c,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node nil,related_to,node,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node nil,related_to,node node,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node nil,related_to,tree binarysearchtree node pointer bstnode node nil return parent node nil node root,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node nil,related_to,c,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node nil,related_to,c node root parent nil c nil node node execute,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node nil,related_to,c c end end parent,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node root c,related_to,node,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node root c,related_to,node node,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node root c,related_to,tree binarysearchtree node pointer bstnode node nil return parent node nil node root,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node root c,related_to,c,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node root c,related_to,c node root parent nil c nil node node execute,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node root c,related_to,c c end end parent,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node node,related_to,tree binarysearchtree node pointer bstnode node nil return parent node nil node root,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node node,related_to,c,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node node,related_to,c node root parent nil c nil node node execute,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node node,related_to,c c end end parent,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
tree binarysearchtree node pointer bstnode node nil return parent node nil node root,related_to,c,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
tree binarysearchtree node pointer bstnode node nil return parent node nil node root,related_to,c node root parent nil c nil node node execute,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
tree binarysearchtree node pointer bstnode node nil return parent node nil node root,related_to,c c end end parent,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
c,related_to,c node root parent nil c nil node node execute,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
c,related_to,c c end end parent,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
c node root parent nil c nil node node execute,related_to,c c end end parent,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return parent node nil node root c c node root parent nil c nil node node execute c c end end parent c end end function complexity lect
node contain value,consider,relation order element,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms bst find successor node give node find node contain value consider relation order element
node contain value,consider,relation order element,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms bst find successor node give node find node contain value consider relation order element
node contain value,consider,relation order element,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms bst find successor node give node find node contain value consider relation order element
onet zsuzsanna data structures algorithms bst,find,successor node function node,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms bst find successor node function node
node,related_to,node nil,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return node value value node nil node maximum nil c nil execute c
node,related_to,node maximum nil,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return node value value node nil node maximum nil c nil execute c
node,related_to,tree binarysearchtree node pointer bstnode node nil return,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return node value value node nil node maximum nil c nil execute c
node,related_to,node value value node nil node maximum nil c nil execute,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return node value value node nil node maximum nil c nil execute c
node nil,related_to,node maximum nil,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return node value value node nil node maximum nil c nil execute c
node nil,related_to,tree binarysearchtree node pointer bstnode node nil return,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return node value value node nil node maximum nil c nil execute c
node nil,related_to,node value value node nil node maximum nil c nil execute,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return node value value node nil node maximum nil c nil execute c
node maximum nil,related_to,tree binarysearchtree node pointer bstnode node nil return,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return node value value node nil node maximum nil c nil execute c
node maximum nil,related_to,node value value node nil node maximum nil c nil execute,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return node value value node nil node maximum nil c nil execute c
tree binarysearchtree node pointer bstnode node nil return,related_to,node value value node nil node maximum nil c nil execute,0.4,cs2_clean.txt,tree binarysearchtree node pointer bstnode node nil return node value value node nil node maximum nil c nil execute c
end successor c p c p nil c,execute,c p p p end successor p end end function,1.0,cs2_clean.txt,end successor c p c p nil c execute c p p p end successor p end end function lect
algorithms bst,find,successor node complexity successor lect,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms bst find successor node complexity successor lect
algorithms bst,find,successor,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms bst find successor node complexity successor depend parent function parent complexity successor
node successor algorithm,receive,unique value node,1.0,cs2_clean.txt,instead receive node successor algorithm receive parameter value node assume unique value node
parent,find,successor node,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms bst finding successor node direct access parent find successor node
parent,find,successor node,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms bst finding successor node direct access parent find successor node
single traversal root node time,leave,current node great look,1.0,cs2_clean.txt,single traversal root node time continue leave current node great look
node variable change variable,find,new node,1.0,cs2_clean.txt,memorize node variable change variable find new node
onet zsuzsanna data structures algorithms bst,remove,node remove value,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms bst remove node remove value
onet zsuzsanna data structures algorithms bst,remove,node remove value,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms bst remove node remove value
onet zsuzsanna data structures algorithms bst,remove,node remove value,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms bst remove node remove value
onet zsuzsanna data structures algorithms bst,remove,node,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms bst remove node want remove value node contain value binary search tree case node remove descendant set correspond child parent nil node remove descendant set correspond child parent descendant node remove descendant find maximum left subtree node delete delete maximum find minimum right subtree node delete delete minimum lect
maximum left subtree node delete delete maximum,find,minimum right subtree node delete delete minimum lect,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms bst remove node want remove value node contain value binary search tree case node remove descendant set correspond child parent nil node remove descendant set correspond child parent descendant node remove descendant find maximum left subtree node delete delete maximum find minimum right subtree node delete delete minimum lect
onet zsuzsanna data structures,algorithm,binary search tree,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms binary search tree think define sorted list binary search tree
onet zsuzsanna data structures,algorithm,binary search tree,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms binary search tree think define sorted list binary search tree
onet zsuzsanna data structures,algorithm,binary search tree,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms binary search tree think define sorted list binary search tree
node information number node,leave,subtree,1.0,cs2_clean.txt,node information number node left subtree
onet zsuzsanna data structures,algorithm,binary search tree,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms binary search tree lect
onet zsuzsanna data structures,algorithm,binary search tree duplicate value,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms binary search tree duplicate value start initially binary search tree relation insert give order follow value
binary search tree relation insert,give,order follow value,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms binary search tree duplicate value start initially binary search tree relation insert give order follow value
onet zsuzsanna data structures,algorithm,binary search tree duplicate value,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms binary search tree duplicate value start initially binary search tree relation insert give order follow value
binary search tree relation insert,give,order follow value,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms binary search tree duplicate value start initially binary search tree relation insert give order follow value
onet zsuzsanna data structures,algorithm,binary search tree duplicate value,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms binary search tree duplicate value start initially binary search tree relation insert give order follow value
binary search tree relation insert,give,order follow value,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms binary search tree duplicate value start initially binary search tree relation insert give order follow value
onet zsuzsanna data structures,algorithm,binary search tree duplicate value,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms binary search tree duplicate value start initially binary search tree relation insert give order follow value
binary search tree relation insert,give,order follow value,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms binary search tree duplicate value start initially binary search tree relation insert give order follow value
onet zsuzsanna,related_to,today,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms today binary tree traversal recursive non recursive implementation binary search tree lect
onet zsuzsanna,related_to,onet zsuzsanna data structures algorithms,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms today binary tree traversal recursive non recursive implementation binary search tree lect
onet zsuzsanna,related_to,binary tree traversal recursive non recursive implementation binary search tree,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms today binary tree traversal recursive non recursive implementation binary search tree lect
today,related_to,onet zsuzsanna data structures algorithms,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms today binary tree traversal recursive non recursive implementation binary search tree lect
today,related_to,binary tree traversal recursive non recursive implementation binary search tree,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms today binary tree traversal recursive non recursive implementation binary search tree lect
onet zsuzsanna data structures algorithms,related_to,binary tree traversal recursive non recursive implementation binary search tree,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms today binary tree traversal recursive non recursive implementation binary search tree lect
onet zsuzsanna,related_to,onet zsuzsanna data structures,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms
onet zsuzsanna,related_to,onet zsuzsanna babe s bolyai university computer science mathematics faculty lect,0.4,cs3_clean.txt,onet zsuzsanna babe s bolyai university computer science mathematics faculty lect
onet zsuzsanna,related_to,onet zsuzsanna data structures,0.4,cs3_clean.txt,onet zsuzsanna data structures algorithms
direct address table hash table hash function collision resolution,related_to,separate chain lect,0.4,cs3_clean.txt,lecture direct address table hash table hash function collision resolution separate chain lect
onet zsuzsanna,related_to,today,0.4,cs3_clean.txt,onet zsuzsanna data structures algorithms today collision resolution coalesce chain collision resolution open address lect
onet zsuzsanna,related_to,onet zsuzsanna data structures,0.4,cs3_clean.txt,onet zsuzsanna data structures algorithms today collision resolution coalesce chain collision resolution open address lect
onet zsuzsanna,related_to,collision resolution coalesce chain collision resolution open address,0.4,cs3_clean.txt,onet zsuzsanna data structures algorithms today collision resolution coalesce chain collision resolution open address lect
today,related_to,onet zsuzsanna data structures,0.4,cs3_clean.txt,onet zsuzsanna data structures algorithms today collision resolution coalesce chain collision resolution open address lect
